explainer,category,metric,corruption,severity,q_clean_mean,q_shifted_mean,delta_q_signed_mean,delta_q_signed_sd,delta_q_abs_mean,delta_q_abs_sd,delta_e_mean,delta_e_sd,n_seeds,slice
GradCAM,complexity,sparseness,brightness,1,0.36318928791770344,0.3638263036743953,0.0006370157566918721,0.0013191318074871718,0.0010074887110754216,0.0009892184741936451,0.03243204355239868,0.004784042975729013,5,all
GradCAM,complexity,sparseness,brightness,2,0.36318928791770344,0.3627857940196775,-0.0004034938980259639,0.001705464634143675,0.0014412396220174096,0.0007180906735252488,0.08488546609878538,0.010553482873213725,5,all
GradCAM,complexity,sparseness,brightness,3,0.36318928791770344,0.36202463897028514,-0.001164648947418323,0.0021803305401758323,0.0019963436685944912,0.0012114516803839338,0.14343249797821045,0.013356077327334088,5,all
GradCAM,complexity,sparseness,brightness,5,0.36318928791770344,0.3607435595930401,-0.00244572832466331,0.0040894631241364405,0.004008180694081875,0.0020294831474377767,0.3487260460853577,0.015576422877168344,5,all
GradCAM,complexity,sparseness,fog,1,0.36318928791770344,0.3623712463460699,-0.0008180415716335432,0.002646677736301144,0.0024769325496999174,0.0004152101712137225,0.0770420789718628,0.00505113051042545,5,all
GradCAM,complexity,sparseness,fog,2,0.36318928791770344,0.3630298955409468,-0.00015939237675667296,0.0051439571092712485,0.004227171870915691,0.002038583974578018,0.2327331781387329,0.010259558667950357,5,all
GradCAM,complexity,sparseness,fog,3,0.36318928791770344,0.36114625085731167,-0.0020430370603918167,0.004941408223024587,0.004565936043458585,0.0018908465889781374,0.3599637269973755,0.020681417727051263,5,all
GradCAM,complexity,sparseness,fog,5,0.36318928791770344,0.3327530335102214,-0.030436254407482034,0.003494470960245032,0.030436254407482034,0.003494470960245032,0.7117597937583924,0.019367714418400246,5,all
GradCAM,complexity,sparseness,gaussian_noise,1,0.36318928791770344,0.3602889736928209,-0.0029003142248825164,0.0034135598143249413,0.003299008250542579,0.002926234707496813,0.3763653039932251,0.01900266933038037,5,all
GradCAM,complexity,sparseness,gaussian_noise,2,0.36318928791770344,0.34049907698088333,-0.0226902109368201,0.004043065911408584,0.0226902109368201,0.004043065911408584,0.6383772373199463,0.026249935779141302,5,all
GradCAM,complexity,sparseness,gaussian_noise,3,0.36318928791770344,0.3036820736180865,-0.05950721429961692,0.005482978190499606,0.05950721429961692,0.005482978190499606,0.7843788355588913,0.020723697038743712,5,all
GradCAM,complexity,sparseness,gaussian_noise,5,0.36318928791770344,0.25496695723136475,-0.10822233068633866,0.005197387478856639,0.10822233068633866,0.005197387478856639,0.8584963291883468,0.010932098873589638,5,all
GradCAM,faithfulness,corr,brightness,1,0.00816099852516052,0.009907552064013659,0.00174655353885314,0.0023514038517367056,0.0019754710477631,0.0021128308802114168,0.03243204355239868,0.004784042975729013,5,all
GradCAM,faithfulness,corr,brightness,2,0.00816099852516052,0.0117620655898375,0.0036010670646769807,0.004895124038456672,0.0042409212955906205,0.004205957389585684,0.08488546609878538,0.010553482873213725,5,all
GradCAM,faithfulness,corr,brightness,3,0.0075622494668059,0.0071927154236182,-0.0003695340431877003,0.0,0.0003695340431877003,0.0,0.15785539150238037,0.0,1,all
GradCAM,faithfulness,corr,fog,1,0.010639516799278931,0.0140738852400245,0.0034343684407455665,0.0008870989217427464,0.0034343684407455665,0.0008870989217427464,0.07425308227539062,0.004397228187452821,3,all
IG,complexity,sparseness,brightness,1,0.6035112058992702,0.6014113052686192,-0.0020999006306509525,0.0005357378310816778,0.0020999006306509525,0.0005357378310816778,0.16037962436676026,0.0019369144376004,5,all
IG,complexity,sparseness,brightness,2,0.6035112058992702,0.5996467786244726,-0.0038644272747976327,0.0010205159699112044,0.0038644272747976327,0.0010205159699112044,0.325054669380188,0.002845574841509705,5,all
IG,complexity,sparseness,brightness,3,0.6035112058992702,0.5986166641565197,-0.004894541742750414,0.001381356844673034,0.004894541742750414,0.001381356844673034,0.46536132097244265,0.004086953544566729,5,all
IG,complexity,sparseness,brightness,5,0.6035112058992702,0.59341386547069,-0.01009734042858026,0.002158169560464661,0.01009734042858026,0.002158169560464661,0.7232330322265625,0.0018724492118838438,5,all
IG,complexity,sparseness,fog,1,0.6035112058992702,0.6060546797542434,0.002543473854973266,0.0001871099011439627,0.002543473854973266,0.0001871099011439627,0.15725388526916503,0.0032685965656103584,5,all
IG,complexity,sparseness,fog,2,0.6035112058992702,0.612345946638872,0.008834740739601799,0.0004165223610380643,0.008834740739601799,0.0004165223610380643,0.3224384903907776,0.005968137361521087,5,all
IG,complexity,sparseness,fog,3,0.6035112058992702,0.617438301116805,0.013927095217534768,0.0013274134160124308,0.013927095217534768,0.0013274134160124308,0.4421297550201416,0.007898396722996822,5,all
IG,complexity,sparseness,fog,5,0.6035112058992702,0.625774079826299,0.02226287392702886,0.0017095831866245084,0.02226287392702886,0.0017095831866245084,0.6964888155460358,0.0034379129747618294,5,all
IG,complexity,sparseness,gaussian_noise,1,0.6035112058992702,0.5964198453409854,-0.007091360558284831,0.0010074978266783152,0.007091360558284831,0.0010074978266783152,0.5081658363342285,0.005584457508329118,5,all
IG,complexity,sparseness,gaussian_noise,2,0.6035112058992702,0.5911091115615899,-0.012402094337680292,0.00048738843792634065,0.012402094337680292,0.00048738843792634065,0.5869054436683655,0.004767153043572178,5,all
IG,complexity,sparseness,gaussian_noise,3,0.6035112058992702,0.584556257860535,-0.01895494803873521,0.0012266455731118789,0.01895494803873521,0.0012266455731118789,0.6359175741672516,0.004406117131210354,5,all
IG,complexity,sparseness,gaussian_noise,5,0.6035112058992702,0.5766625888797381,-0.02684861701953205,0.0017689622234322963,0.02684861701953205,0.0017689622234322963,0.6729743897914886,0.00441204627754474,5,all
IG,faithfulness,corr,brightness,1,0.0359724322343827,0.03554034041932824,-0.00043209181505445975,0.0015403459810212706,0.0012260839459086194,0.0008526092944755757,0.16037962436676026,0.0019369144376004,5,all
IG,faithfulness,corr,brightness,2,0.0359724322343827,0.036442448286828535,0.00047001605244583746,0.0033627445123080814,0.002525290504994318,0.0019007444196251116,0.325054669380188,0.002845574841509705,5,all
IG,faithfulness,corr,brightness,3,0.0359724322343827,0.03326489193979646,-0.002707540294586242,0.005176258612345587,0.004536191550141681,0.003199348223610721,0.46536132097244265,0.004086953544566729,5,all
IG,faithfulness,corr,brightness,5,0.0359724322343827,0.0193368320206296,-0.0166356002137531,0.0033314010474990675,0.0166356002137531,0.0033314010474990675,0.7232330322265625,0.0018724492118838438,5,all
IG,faithfulness,corr,fog,1,0.0359724322343827,0.039799628733751834,0.003827196499369137,0.004120585944798406,0.003827196499369137,0.004120585944798406,0.15725388526916503,0.0032685965656103584,5,all
IG,faithfulness,corr,fog,2,0.0359724322343827,0.042865934079916256,0.006893501845533559,0.005696637454950181,0.007172349602936878,0.005248703590190011,0.3224384903907776,0.005968137361521087,5,all
IG,faithfulness,corr,fog,3,0.0359724322343827,0.04596758359037262,0.009995151355989917,0.004503453391464267,0.009995151355989917,0.004503453391464267,0.4421297550201416,0.007898396722996822,5,all
IG,faithfulness,corr,fog,5,0.0359724322343827,0.04726513634920696,0.011292704114824258,0.005674835532872365,0.011292704114824258,0.005674835532872365,0.6964888155460358,0.0034379129747618294,5,all
IG,faithfulness,corr,gaussian_noise,1,0.0359724322343827,0.06034314958551255,0.02437071735112984,0.006242969834355039,0.02437071735112984,0.006242969834355039,0.5081658363342285,0.005584457508329118,5,all
IG,faithfulness,corr,gaussian_noise,2,0.0359724322343827,0.06879534082898167,0.03282290859459896,0.005586094701898837,0.03282290859459896,0.005586094701898837,0.5869054436683655,0.004767153043572178,5,all
IG,faithfulness,corr,gaussian_noise,3,0.0359724322343827,0.05826769903452946,0.02229526680014676,0.0035061949945576704,0.02229526680014676,0.0035061949945576704,0.6359175741672516,0.004406117131210354,5,all
IG,faithfulness,corr,gaussian_noise,5,0.0359724322343827,0.04677793562450894,0.010805503390126238,0.006806257330210193,0.010805503390126238,0.006806257330210193,0.6729743897914886,0.00441204627754474,5,all
