explainer,seed,corruption,severity,zone,sample_idx,similarity,abs_dH,invariant,both_correct
IG,52,brightness,1,expected_failure,154,0.47826087474823,0.1349949836730957,True,False
IG,52,brightness,2,robust,617,0.6451612710952759,0.0004030168056488037,True,True
IG,52,brightness,2,silent_drift,504,0.2750000059604645,0.450487345457077,True,True
IG,52,brightness,2,stubborn_failure,988,0.47826087474823,0.0040829479694366455,True,False
IG,52,brightness,2,expected_failure,399,0.25925925374031067,0.6298621296882629,True,False
IG,52,brightness,3,robust,668,0.5223880410194397,0.00010361522436141968,True,True
IG,52,brightness,3,silent_drift,504,0.08510638028383255,0.6434531211853027,True,True
IG,52,brightness,3,stubborn_failure,862,0.37837839126586914,0.006295002996921539,True,False
IG,52,brightness,3,expected_failure,905,0.17241379618644714,0.3836151957511902,False,False
IG,52,brightness,5,robust,24,0.37837839126586914,0.0005689337849617004,True,True
IG,52,brightness,5,silent_drift,106,0.009900989942252636,1.3972446918487549,True,True
IG,52,brightness,5,stubborn_failure,211,0.34210526943206787,0.004543140530586243,False,False
IG,52,brightness,5,expected_failure,267,0.03030303120613098,1.6613707542419434,False,False
IG,52,fog,1,robust,551,0.8545454740524292,0.0004186853766441345,True,True
IG,52,fog,1,silent_drift,308,0.3918918967247009,0.5659863948822021,True,True
IG,52,fog,1,stubborn_failure,295,0.8214285969734192,0.006379812955856323,True,False
IG,52,fog,1,expected_failure,765,0.4571428596973419,0.6134966611862183,False,False
IG,52,fog,2,robust,42,0.699999988079071,0.00014331936836242676,True,True
IG,52,fog,2,silent_drift,826,0.20000000298023224,0.6974803805351257,True,True
IG,52,fog,2,stubborn_failure,295,0.6190476417541504,0.0021967291831970215,True,False
IG,52,fog,2,expected_failure,928,0.17241379618644714,1.2069567441940308,False,False
IG,52,fog,3,robust,82,0.6451612710952759,0.0002800077199935913,True,True
IG,52,fog,3,silent_drift,707,0.15909090638160706,1.299103021621704,True,True
IG,52,fog,3,stubborn_failure,84,0.4571428596973419,8.165836334228516e-05,False,False
IG,52,fog,3,expected_failure,928,0.13333334028720856,1.297671914100647,False,False
IG,52,fog,5,robust,381,0.4166666567325592,0.0020108968019485474,True,True
IG,52,fog,5,silent_drift,620,0.009900989942252636,1.4448091983795166,True,True
IG,52,fog,5,stubborn_failure,508,0.29113924503326416,0.023031428456306458,True,False
IG,52,fog,5,expected_failure,223,0.040816325694322586,1.6675395965576172,False,False
IG,52,gaussian_noise,1,robust,760,0.43661972880363464,0.0003688633441925049,True,True
IG,52,gaussian_noise,1,silent_drift,815,0.08510638028383255,0.9369809031486511,True,True
IG,52,gaussian_noise,1,stubborn_failure,544,0.33766233921051025,0.010373055934906006,True,False
IG,52,gaussian_noise,1,expected_failure,925,0.09677419066429138,1.5691509246826172,False,False
IG,52,gaussian_noise,2,robust,347,0.36000001430511475,0.0011360570788383484,True,True
IG,52,gaussian_noise,2,silent_drift,450,0.0625,1.1772489547729492,True,True
IG,52,gaussian_noise,2,stubborn_failure,907,0.22891566157341003,0.002087891101837158,False,False
IG,52,gaussian_noise,2,expected_failure,920,0.03030303120613098,1.6221290826797485,False,False
IG,52,gaussian_noise,3,robust,671,0.3246753215789795,0.00609162449836731,True,True
IG,52,gaussian_noise,3,silent_drift,226,0.0625,1.4086272716522217,True,True
IG,52,gaussian_noise,3,stubborn_failure,826,0.24390244483947754,0.0014092549681663513,False,False
IG,52,gaussian_noise,3,expected_failure,387,0.051020409911870956,1.7544664144515991,False,False
IG,52,gaussian_noise,5,robust,746,0.21176470816135406,0.005525138229131699,True,True
IG,52,gaussian_noise,5,silent_drift,420,0.05154639109969139,1.7293438911437988,True,True
IG,52,gaussian_noise,5,stubborn_failure,171,0.1860465109348297,0.0020456910133361816,True,False
IG,52,gaussian_noise,5,expected_failure,85,0.019999999552965164,1.6372976303100586,False,False
IG,128,brightness,1,robust,454,0.8214285969734192,8.665025234222412e-06,True,True
IG,128,brightness,1,silent_drift,226,0.3246753215789795,0.46695488691329956,True,True
IG,128,brightness,1,stubborn_failure,21,0.7288135886192322,0.0023602843284606934,False,False
IG,128,brightness,1,expected_failure,463,0.4166666567325592,0.12202158570289612,True,False
IG,128,brightness,2,robust,422,0.6190476417541504,0.0003740936517715454,True,True
IG,128,brightness,2,silent_drift,815,0.22891566157341003,0.9368356466293335,True,True
IG,128,brightness,2,stubborn_failure,997,0.560606062412262,0.002156555652618408,True,False
IG,128,brightness,2,expected_failure,226,0.21176470816135406,0.8873969912528992,False,False
IG,128,brightness,3,robust,464,0.6190476417541504,0.0007870346307754517,True,True
IG,128,brightness,3,silent_drift,418,0.14606741070747375,0.8799493312835693,True,True
IG,128,brightness,3,stubborn_failure,118,0.5454545617103577,0.005647994577884674,True,False
IG,128,brightness,3,expected_failure,815,0.15909090638160706,1.2104686498641968,False,False
IG,128,brightness,5,robust,440,0.2750000059604645,0.0009595751762390137,True,True
IG,128,brightness,5,silent_drift,853,0.03030303120613098,0.8184738159179688,True,True
IG,128,brightness,5,stubborn_failure,559,0.25925925374031067,0.010237164795398712,True,False
IG,128,brightness,5,expected_failure,870,0.03030303120613098,1.5227792263031006,False,False
IG,128,fog,1,robust,208,0.8214285969734192,0.00016973912715911865,True,True
IG,128,fog,1,silent_drift,200,0.39726027846336365,0.5655771493911743,True,True
IG,128,fog,1,stubborn_failure,396,0.7288135886192322,0.0009546950459480286,True,False
IG,128,fog,1,expected_failure,350,0.39726027846336365,0.4590761661529541,False,False
IG,128,fog,2,robust,646,0.7894737124443054,0.0005935877561569214,True,True
IG,128,fog,2,silent_drift,66,0.2142857164144516,1.4485632181167603,True,True
IG,128,fog,2,stubborn_failure,768,0.5692307949066162,0.005503177642822266,True,False
IG,128,fog,2,expected_failure,350,0.17241379618644714,1.536062479019165,False,False
IG,128,fog,3,robust,413,0.6451612710952759,0.00021319091320037842,True,True
IG,128,fog,3,silent_drift,843,0.15909090638160706,1.6629465818405151,True,True
IG,128,fog,3,stubborn_failure,768,0.5,0.007719635963439941,True,False
IG,128,fog,3,expected_failure,66,0.040816325694322586,1.2258038520812988,False,False
IG,128,fog,5,robust,209,0.36000001430511475,0.005784943699836731,True,True
IG,128,fog,5,silent_drift,240,0.040816325694322586,1.6916472911834717,True,True
IG,128,fog,5,stubborn_failure,672,0.3076923191547394,0.007045328617095947,False,False
IG,128,fog,5,expected_failure,472,0.03030303120613098,1.5184108018875122,False,False
IG,128,gaussian_noise,1,robust,413,0.4166666567325592,0.00035265088081359863,True,True
IG,128,gaussian_noise,1,silent_drift,615,0.0736842080950737,1.4038887023925781,True,True
IG,128,gaussian_noise,1,stubborn_failure,396,0.36000001430511475,0.010862857103347778,True,False
IG,128,gaussian_noise,1,expected_failure,350,0.09677419066429138,1.5583233833312988,False,False
IG,128,gaussian_noise,2,robust,386,0.36000001430511475,0.0003520473837852478,True,True
IG,128,gaussian_noise,2,silent_drift,755,0.019999999552965164,1.2362828254699707,True,True
IG,128,gaussian_noise,2,stubborn_failure,167,0.39726027846336365,0.04394760727882385,False,False
IG,128,gaussian_noise,2,expected_failure,559,0.03030303120613098,1.622140645980835,False,False
IG,128,gaussian_noise,3,robust,390,0.2750000059604645,0.004845671355724335,True,True
IG,128,gaussian_noise,3,silent_drift,791,0.05154639109969139,1.321516513824463,True,True
IG,128,gaussian_noise,3,stubborn_failure,866,0.2142857164144516,0.01801373064517975,False,False
IG,128,gaussian_noise,3,expected_failure,975,0.03030303120613098,1.6682696342468262,False,False
IG,128,gaussian_noise,5,robust,835,0.3246753215789795,0.009227544069290161,True,True
IG,128,gaussian_noise,5,silent_drift,998,0.019999999552965164,1.7363874912261963,True,True
IG,128,gaussian_noise,5,stubborn_failure,866,0.19767442345619202,0.014818727970123291,False,False
IG,128,gaussian_noise,5,expected_failure,596,0.03030303120613098,1.6671252250671387,False,False
IG,1200,brightness,1,robust,897,0.8214285969734192,6.57886266708374e-06,True,True
IG,1200,brightness,1,silent_drift,963,0.4166666567325592,0.2681983709335327,True,True
IG,1200,brightness,1,stubborn_failure,112,0.7288135886192322,0.0009336993098258972,True,False
IG,1200,brightness,1,expected_failure,233,0.5147058963775635,0.24838995933532715,False,False
IG,1200,brightness,2,robust,897,0.6451612710952759,6.59450888633728e-05,True,True
IG,1200,brightness,2,silent_drift,980,0.17241379618644714,0.7796187996864319,True,True
IG,1200,brightness,2,stubborn_failure,112,0.47826087474823,0.0010406076908111572,True,False
IG,1200,brightness,2,expected_failure,233,0.2261904776096344,0.9949234127998352,False,False
IG,1200,brightness,3,robust,30,0.5692307949066162,3.8743019104003906e-05,True,True
IG,1200,brightness,3,silent_drift,980,0.10869564861059189,0.9959690570831299,True,True
IG,1200,brightness,3,stubborn_failure,112,0.43661972880363464,0.0016364380717277527,True,False
IG,1200,brightness,3,expected_failure,233,0.14606741070747375,1.3739938735961914,False,False
IG,1200,brightness,5,robust,962,0.29113924503326416,0.0006811916828155518,True,True
IG,1200,brightness,5,silent_drift,413,0.03030303120613098,0.8054059147834778,True,True
IG,1200,brightness,5,stubborn_failure,637,0.3076923191547394,0.03895734250545502,True,False
IG,1200,brightness,5,expected_failure,980,0.019999999552965164,1.491750717163086,False,False
IG,1200,fog,1,robust,979,0.8545454740524292,0.0002221912145614624,True,True
IG,1200,fog,1,silent_drift,423,0.4507042169570923,0.4040359854698181,True,True
IG,1200,fog,1,stubborn_failure,275,0.7894737124443054,0.00416874885559082,True,False
IG,1200,fog,1,expected_failure,359,0.4507042169570923,0.4537210464477539,True,False
IG,1200,fog,2,robust,736,0.7931034564971924,0.0009576231241226196,True,True
IG,1200,fog,2,silent_drift,796,0.2874999940395355,0.9212863445281982,True,True
IG,1200,fog,2,stubborn_failure,275,0.59375,0.014947131276130676,True,False
IG,1200,fog,2,expected_failure,295,0.25925925374031067,1.170097827911377,False,False
IG,1200,fog,3,robust,455,0.7586206793785095,5.217641592025757e-05,True,True
IG,1200,fog,3,silent_drift,407,0.12087912112474442,0.8452317118644714,True,True
IG,1200,fog,3,stubborn_failure,701,0.49275362491607666,0.00011217594146728516,True,False
IG,1200,fog,3,expected_failure,15,0.13333334028720856,1.241714596748352,False,False
IG,1200,fog,5,robust,99,0.3246753215789795,0.002285212278366089,True,True
IG,1200,fog,5,silent_drift,505,0.05154639109969139,1.0103776454925537,True,True
IG,1200,fog,5,stubborn_failure,699,0.43661972880363464,0.06863638758659363,False,False
IG,1200,fog,5,expected_failure,543,0.0625,1.7615740299224854,False,False
IG,1200,gaussian_noise,1,robust,23,0.6721311211585999,5.322694778442383e-05,True,True
IG,1200,gaussian_noise,1,silent_drift,684,0.09677419066429138,1.0521996021270752,True,True
IG,1200,gaussian_noise,1,stubborn_failure,912,0.3205128312110901,0.008684635162353516,True,False
IG,1200,gaussian_noise,1,expected_failure,47,0.09677419066429138,1.3446155786514282,False,False
IG,1200,gaussian_noise,2,robust,520,0.39726027846336365,0.0001969262957572937,True,True
IG,1200,gaussian_noise,2,silent_drift,970,0.0625,1.4344539642333984,True,True
IG,1200,gaussian_noise,2,stubborn_failure,922,0.20000000298023224,0.0028804242610931396,False,False
IG,1200,gaussian_noise,2,expected_failure,917,0.040816325694322586,1.8270094394683838,False,False
IG,1200,gaussian_noise,3,robust,587,0.34210526943206787,0.0033390969038009644,True,True
IG,1200,gaussian_noise,3,silent_drift,611,0.0729166641831398,1.785071849822998,True,True
IG,1200,gaussian_noise,3,stubborn_failure,824,0.25925925374031067,0.010572731494903564,False,False
IG,1200,gaussian_noise,3,expected_failure,765,0.019999999552965164,1.4094350337982178,False,False
IG,1200,gaussian_noise,5,robust,467,0.2142857164144516,0.005139186978340149,True,True
IG,1200,gaussian_noise,5,silent_drift,213,0.03030303120613098,1.9469696283340454,True,True
IG,1200,gaussian_noise,5,stubborn_failure,797,0.2750000059604645,0.005530893802642822,False,False
IG,1200,gaussian_noise,5,expected_failure,292,0.019999999552965164,1.688348650932312,False,False
