explainer,category,metric,corruption,severity,q_clean_mean,q_shifted_mean,delta_q_signed_mean,delta_q_signed_sd,delta_q_abs_mean,delta_q_abs_sd,delta_e_mean,delta_e_sd,n_seeds,slice
IG,faithfulness,corr,brightness,2,0.0359724322343827,0.036442448286828535,0.00047001605244583746,0.0033627445123080814,0.002525290504994318,0.0019007444196251116,0.5601191222667694,0.0026972732728440477,5,all
IG,faithfulness,corr,brightness,3,0.0359724322343827,0.03326489193979646,-0.002707540294586242,0.005176258612345587,0.004536191550141681,0.003199348223610721,0.6974088907241821,0.002665275681625674,5,all
IG,faithfulness,corr,brightness,5,0.0359724322343827,0.0193368320206296,-0.0166356002137531,0.0033314010474990675,0.0166356002137531,0.0033314010474990675,0.8841670379042625,0.0012776893327150808,5,all
IG,faithfulness,corr,fog,1,0.0359724322343827,0.039799628733751834,0.003827196499369137,0.004120585944798406,0.003827196499369137,0.004120585944798406,0.311702573299408,0.004284509991846257,5,all
IG,faithfulness,corr,fog,2,0.0359724322343827,0.042865934079916256,0.006893501845533559,0.005696637454950181,0.007172349602936878,0.005248703590190011,0.5172403752803802,0.004910988426028858,5,all
IG,faithfulness,corr,fog,3,0.0359724322343827,0.04596758359037262,0.009995151355989917,0.004503453391464267,0.009995151355989917,0.004503453391464267,0.6362386643886566,0.007350808490184418,5,all
IG,faithfulness,corr,fog,5,0.0359724322343827,0.04726513634920696,0.011292704114824258,0.005674835532872365,0.011292704114824258,0.005674835532872365,0.8411234259605408,0.0010098588804011957,5,all
IG,faithfulness,corr,gaussian_noise,1,0.0359724322343827,0.06034314958551255,0.02437071735112984,0.006242969834355039,0.02437071735112984,0.006242969834355039,0.7470643490552902,0.004825087761014589,5,all
IG,faithfulness,corr,gaussian_noise,2,0.0359724322343827,0.06879534082898167,0.03282290859459896,0.005586094701898837,0.03282290859459896,0.005586094701898837,0.8222896605730057,0.003047092081849707,5,all
IG,faithfulness,corr,gaussian_noise,3,0.0359724322343827,0.05826769903452946,0.02229526680014676,0.0035061949945576704,0.02229526680014676,0.0035061949945576704,0.8627879858016968,0.0017243836864585876,5,all
IG,faithfulness,corr,gaussian_noise,5,0.0359724322343827,0.04677793562450894,0.010805503390126238,0.006806257330210193,0.010805503390126238,0.006806257330210193,0.8841643944382668,0.0011472146948628126,5,all
