explainer,category,metric,corruption,severity,q_clean_mean,q_shifted_mean,delta_q_signed_mean,delta_q_signed_sd,delta_q_abs_mean,delta_q_abs_sd,delta_e_mean,delta_e_sd,n_seeds,slice
GradCAM,complexity,sparseness,brightness,1,0.36318928791770344,0.3638263036743953,0.0006370157566918721,0.0013191318074871718,0.0010074887110754216,0.0009892184741936451,0.07297116518020633,0.006081416893163624,5,all
GradCAM,complexity,sparseness,brightness,2,0.36318928791770344,0.3627857940196775,-0.0004034938980259639,0.001705464634143675,0.0014412396220174096,0.0007180906735252488,0.1404483437538147,0.008163958550304141,5,all
GradCAM,complexity,sparseness,brightness,3,0.36318928791770344,0.36202463897028514,-0.001164648947418323,0.0021803305401758323,0.0019963436685944912,0.0012114516803839338,0.20390132665634156,0.013110870476137217,5,all
GradCAM,complexity,sparseness,brightness,5,0.36318928791770344,0.3607435595930401,-0.00244572832466331,0.0040894631241364405,0.004008180694081875,0.0020294831474377767,0.3684260964393616,0.007949370486083044,5,all
GradCAM,complexity,sparseness,fog,1,0.36318928791770344,0.3623712463460699,-0.0008180415716335432,0.002646677736301144,0.0024769325496999174,0.0004152101712137225,0.13855839967727662,0.006952561380675925,5,all
GradCAM,complexity,sparseness,fog,2,0.36318928791770344,0.3630298955409468,-0.00015939237675667296,0.0051439571092712485,0.004227171870915691,0.002038583974578018,0.2883537769317627,0.01290349416974791,5,all
GradCAM,complexity,sparseness,fog,3,0.36318928791770344,0.36114625085731167,-0.0020430370603918167,0.004941408223024587,0.004565936043458585,0.0018908465889781374,0.402208149433136,0.020604655334275718,5,all
GradCAM,complexity,sparseness,fog,5,0.36318928791770344,0.3327530335102214,-0.030436254407482034,0.003494470960245032,0.030436254407482034,0.003494470960245032,0.6327380955219268,0.011015321539625558,5,all
GradCAM,complexity,sparseness,gaussian_noise,1,0.36318928791770344,0.3602889736928209,-0.0029003142248825164,0.0034135598143249413,0.003299008250542579,0.002926234707496813,0.3988391637802124,0.009406846899971526,5,all
GradCAM,complexity,sparseness,gaussian_noise,2,0.36318928791770344,0.34049907698088333,-0.0226902109368201,0.004043065911408584,0.0226902109368201,0.004043065911408584,0.5626994431018829,0.021275231403872708,5,all
GradCAM,complexity,sparseness,gaussian_noise,3,0.36318928791770344,0.3036820736180865,-0.05950721429961692,0.005482978190499606,0.05950721429961692,0.005482978190499606,0.6819491684436798,0.003154454016831173,5,all
GradCAM,complexity,sparseness,gaussian_noise,5,0.36318928791770344,0.25496695723136475,-0.10822233068633866,0.005197387478856639,0.10822233068633866,0.005197387478856639,0.7516540288925171,0.012336741409585636,5,all
GradCAM,faithfulness,corr,brightness,1,0.00816099852516052,0.009907552064013659,0.00174655353885314,0.0023514038517367056,0.0019754710477631,0.0021128308802114168,0.07297116518020633,0.006081416893163624,5,all
GradCAM,faithfulness,corr,brightness,2,0.00816099852516052,0.0117620655898375,0.0036010670646769807,0.004895124038456672,0.0042409212955906205,0.004205957389585684,0.1404483437538147,0.008163958550304141,5,all
GradCAM,faithfulness,corr,brightness,3,0.0075622494668059,0.0071927154236182,-0.0003695340431877003,0.0,0.0003695340431877003,0.0,0.21906715631484985,0.0,1,all
GradCAM,faithfulness,corr,fog,1,0.010639516799278931,0.0140738852400245,0.0034343684407455665,0.0008870989217427464,0.0034343684407455665,0.0008870989217427464,0.13735185066858926,0.005976412977535586,3,all
IG,complexity,sparseness,brightness,1,0.6035112058992702,0.6014113052686192,-0.0020999006306509525,0.0005357378310816778,0.0020999006306509525,0.0005357378310816778,0.35642980337142943,0.0030014062086068,5,all
IG,complexity,sparseness,brightness,2,0.6035112058992702,0.5996467786244726,-0.0038644272747976327,0.0010205159699112044,0.0038644272747976327,0.0010205159699112044,0.5601191222667694,0.0026972732728440477,5,all
IG,complexity,sparseness,brightness,3,0.6035112058992702,0.5986166641565197,-0.004894541742750414,0.001381356844673034,0.004894541742750414,0.001381356844673034,0.6974088907241821,0.002665275681625674,5,all
IG,complexity,sparseness,brightness,5,0.6035112058992702,0.59341386547069,-0.01009734042858026,0.002158169560464661,0.01009734042858026,0.002158169560464661,0.8841670379042625,0.0012776893327150808,5,all
IG,complexity,sparseness,fog,1,0.6035112058992702,0.6060546797542434,0.002543473854973266,0.0001871099011439627,0.002543473854973266,0.0001871099011439627,0.311702573299408,0.004284509991846257,5,all
IG,complexity,sparseness,fog,2,0.6035112058992702,0.612345946638872,0.008834740739601799,0.0004165223610380643,0.008834740739601799,0.0004165223610380643,0.5172403752803802,0.004910988426028858,5,all
IG,complexity,sparseness,fog,3,0.6035112058992702,0.617438301116805,0.013927095217534768,0.0013274134160124308,0.013927095217534768,0.0013274134160124308,0.6362386643886566,0.007350808490184418,5,all
IG,complexity,sparseness,fog,5,0.6035112058992702,0.625774079826299,0.02226287392702886,0.0017095831866245084,0.02226287392702886,0.0017095831866245084,0.8411234259605408,0.0010098588804011957,5,all
IG,complexity,sparseness,gaussian_noise,1,0.6035112058992702,0.5964198453409854,-0.007091360558284831,0.0010074978266783152,0.007091360558284831,0.0010074978266783152,0.7470643490552902,0.004825087761014589,5,all
IG,complexity,sparseness,gaussian_noise,2,0.6035112058992702,0.5911091115615899,-0.012402094337680292,0.00048738843792634065,0.012402094337680292,0.00048738843792634065,0.8222896605730057,0.003047092081849707,5,all
IG,complexity,sparseness,gaussian_noise,3,0.6035112058992702,0.584556257860535,-0.01895494803873521,0.0012266455731118789,0.01895494803873521,0.0012266455731118789,0.8627879858016968,0.0017243836864585876,5,all
IG,complexity,sparseness,gaussian_noise,5,0.6035112058992702,0.5766625888797381,-0.02684861701953205,0.0017689622234322963,0.02684861701953205,0.0017689622234322963,0.8841643944382668,0.0011472146948628126,5,all
IG,faithfulness,corr,brightness,1,0.0359724322343827,0.03554034041932824,-0.00043209181505445975,0.0015403459810212706,0.0012260839459086194,0.0008526092944755757,0.35642980337142943,0.0030014062086068,5,all
